,odor_num,n_glom,shuff,odor,value
353,9,35,True,Ethyl acetate,50.55333333333334
354,9,40,False,Ethyl acetate,99.24333333333334
355,9,40,True,Ethyl acetate,49.58333333333333
356,9,45,False,Ethyl acetate,99.42333333333332
357,9,45,True,Ethyl acetate,49.629999999999995
358,9,50,False,Ethyl acetate,99.53666666666666
359,9,50,True,Ethyl acetate,50.22666666666667
360,10,1,False,Propyl acetate,66.54333333333335
361,10,1,True,Propyl acetate,49.983333333333334
362,10,2,False,Propyl acetate,72.06666666666669
363,10,2,True,Propyl acetate,49.993333333333325
364,10,3,False,Propyl acetate,76.04333333333334
365,10,3,True,Propyl acetate,50.54666666666666
366,10,4,False,Propyl acetate,79.51
367,10,4,True,Propyl acetate,50.32
368,10,5,False,Propyl acetate,81.5
369,10,5,True,Propyl acetate,50.346666666666664
370,10,6,False,Propyl acetate,83.67999999999999
371,10,6,True,Propyl acetate,49.876666666666665
372,10,7,False,Propyl acetate,85.68333333333334
373,10,7,True,Propyl acetate,49.489999999999995
374,10,8,False,Propyl acetate,87.54333333333332
375,10,8,True,Propyl acetate,49.720000000000006
376,10,9,False,Propyl acetate,88.43666666666667
377,10,9,True,Propyl acetate,49.82333333333333
378,10,10,False,Propyl acetate,89.70666666666666
379,10,10,True,Propyl acetate,50.05666666666666
380,10,15,False,Propyl acetate,93.94333333333331
381,10,15,True,Propyl acetate,50.21333333333333
382,10,20,False,Propyl acetate,96.02333333333333
383,10,20,True,Propyl acetate,49.60333333333333
384,10,25,False,Propyl acetate,97.40333333333334
385,10,25,True,Propyl acetate,50.47999999999999
386,10,30,False,Propyl acetate,98.17666666666666
387,10,30,True,Propyl acetate,49.97666666666667
388,10,35,False,Propyl acetate,98.62666666666667
389,10,35,True,Propyl acetate,49.59333333333333
390,10,40,False,Propyl acetate,98.97
391,10,40,True,Propyl acetate,50.146666666666675
392,10,45,False,Propyl acetate,99.14333333333333
393,10,45,True,Propyl acetate,49.98
394,10,50,False,Propyl acetate,99.34666666666666
395,10,50,True,Propyl acetate,49.66666666666667
396,11,1,False,Butyl acetate,65.68666666666668
397,11,1,True,Butyl acetate,50.04666666666666
398,11,2,False,Butyl acetate,73.27666666666667
399,11,2,True,Butyl acetate,49.586666666666666
400,11,3,False,Butyl acetate,78.62333333333332
401,11,3,True,Butyl acetate,49.776666666666664
402,11,4,False,Butyl acetate,82.88333333333331
403,11,4,True,Butyl acetate,49.58666666666667
404,11,5,False,Butyl acetate,86.70333333333335
405,11,5,True,Butyl acetate,49.74
406,11,6,False,Butyl acetate,88.58333333333333
407,11,6,True,Butyl acetate,49.87
408,11,7,False,Butyl acetate,89.53999999999999
409,11,7,True,Butyl acetate,49.97666666666667
410,11,8,False,Butyl acetate,90.48333333333332
411,11,8,True,Butyl acetate,49.946666666666665
412,11,9,False,Butyl acetate,91.50999999999998
413,11,9,True,Butyl acetate,50.25333333333333
414,11,10,False,Butyl acetate,92.96999999999998
415,11,10,True,Butyl acetate,50.31666666666666
416,11,15,False,Butyl acetate,96.12666666666665
417,11,15,True,Butyl acetate,50.14999999999999
418,11,20,False,Butyl acetate,97.6233333333333
419,11,20,True,Butyl acetate,49.84333333333333
420,11,25,False,Butyl acetate,98.44999999999999
421,11,25,True,Butyl acetate,50.16666666666666
422,11,30,False,Butyl acetate,98.94333333333333
423,11,30,True,Butyl acetate,50.07666666666667
424,11,35,False,Butyl acetate,99.27
425,11,35,True,Butyl acetate,50.13999999999999
426,11,40,False,Butyl acetate,99.45333333333333
427,11,40,True,Butyl acetate,50.086666666666666
428,11,45,False,Butyl acetate,99.57666666666667
429,11,45,True,Butyl acetate,49.76666666666666
430,11,50,False,Butyl acetate,99.65333333333334
431,11,50,True,Butyl acetate,49.85333333333333
432,12,1,False,Benzaldehyde,56.010000000000005
433,12,1,True,Benzaldehyde,50.000000000000014
434,12,2,False,Benzaldehyde,64.64
435,12,2,True,Benzaldehyde,49.81666666666666
436,12,3,False,Benzaldehyde,70.95
437,12,3,True,Benzaldehyde,49.269999999999996
438,12,4,False,Benzaldehyde,74.25333333333333
439,12,4,True,Benzaldehyde,50.61333333333333
440,12,5,False,Benzaldehyde,77.66333333333331
441,12,5,True,Benzaldehyde,50.16
442,12,6,False,Benzaldehyde,79.92666666666666
443,12,6,True,Benzaldehyde,50.00333333333333
444,12,7,False,Benzaldehyde,81.47666666666666
445,12,7,True,Benzaldehyde,50.04333333333334
446,12,8,False,Benzaldehyde,83.03999999999999
447,12,8,True,Benzaldehyde,49.89333333333333
448,12,9,False,Benzaldehyde,85.20666666666666
449,12,9,True,Benzaldehyde,49.779999999999994
450,12,10,False,Benzaldehyde,87.07333333333334
451,12,10,True,Benzaldehyde,50.06666666666667
452,12,15,False,Benzaldehyde,90.84
453,12,15,True,Benzaldehyde,49.24
454,12,20,False,Benzaldehyde,93.14666666666665
455,12,20,True,Benzaldehyde,50.35333333333334
456,12,25,False,Benzaldehyde,94.45
457,12,25,True,Benzaldehyde,49.67999999999999
458,12,30,False,Benzaldehyde,95.54333333333332
459,12,30,True,Benzaldehyde,50.493333333333325
460,12,35,False,Benzaldehyde,96.24666666666666
461,12,35,True,Benzaldehyde,49.93333333333334
462,12,40,False,Benzaldehyde,96.76999999999998
463,12,40,True,Benzaldehyde,50.44666666666666
464,12,45,False,Benzaldehyde,97.17999999999999
465,12,45,True,Benzaldehyde,50.23
466,12,50,False,Benzaldehyde,97.54999999999998
467,12,50,True,Benzaldehyde,50.04333333333334
468,13,1,False,Trans-2-Methyl-2-butenal,66.85666666666667
469,13,1,True,Trans-2-Methyl-2-butenal,49.660000000000004
470,13,2,False,Trans-2-Methyl-2-butenal,74.14666666666666
471,13,2,True,Trans-2-Methyl-2-butenal,50.39333333333333
472,13,3,False,Trans-2-Methyl-2-butenal,80.65333333333332
473,13,3,True,Trans-2-Methyl-2-butenal,50.059999999999995
474,13,4,False,Trans-2-Methyl-2-butenal,82.38333333333333
475,13,4,True,Trans-2-Methyl-2-butenal,49.629999999999995
476,13,5,False,Trans-2-Methyl-2-butenal,84.94666666666667
477,13,5,True,Trans-2-Methyl-2-butenal,49.946666666666665
478,13,6,False,Trans-2-Methyl-2-butenal,88.25
479,13,6,True,Trans-2-Methyl-2-butenal,50.24999999999999
480,13,7,False,Trans-2-Methyl-2-butenal,89.15
481,13,7,True,Trans-2-Methyl-2-butenal,50.03666666666666
482,13,8,False,Trans-2-Methyl-2-butenal,91.10666666666665
483,13,8,True,Trans-2-Methyl-2-butenal,50.02333333333333
484,13,9,False,Trans-2-Methyl-2-butenal,92.17
485,13,9,True,Trans-2-Methyl-2-butenal,49.9
486,13,10,False,Trans-2-Methyl-2-butenal,93.14666666666665
487,13,10,True,Trans-2-Methyl-2-butenal,49.85666666666666
488,13,15,False,Trans-2-Methyl-2-butenal,95.12999999999998
489,13,15,True,Trans-2-Methyl-2-butenal,49.49000000000001
490,13,20,False,Trans-2-Methyl-2-butenal,96.40666666666665
491,13,20,True,Trans-2-Methyl-2-butenal,50.05333333333334
492,13,25,False,Trans-2-Methyl-2-butenal,97.07
493,13,25,True,Trans-2-Methyl-2-butenal,49.88333333333333
494,13,30,False,Trans-2-Methyl-2-butenal,97.58666666666664
495,13,30,True,Trans-2-Methyl-2-butenal,49.87
496,13,35,False,Trans-2-Methyl-2-butenal,97.86333333333333
497,13,35,True,Trans-2-Methyl-2-butenal,49.51
498,13,40,False,Trans-2-Methyl-2-butenal,98.15
499,13,40,True,Trans-2-Methyl-2-butenal,49.846666666666664
500,13,45,False,Trans-2-Methyl-2-butenal,98.41999999999999
501,13,45,True,Trans-2-Methyl-2-butenal,49.973333333333336
502,13,50,False,Trans-2-Methyl-2-butenal,98.7
503,13,50,True,Trans-2-Methyl-2-butenal,50.29
504,14,1,False,Methyl tiglate,65.58666666666667
505,14,1,True,Methyl tiglate,49.99333333333333
506,14,2,False,Methyl tiglate,76.57
507,14,2,True,Methyl tiglate,49.69
508,14,3,False,Methyl tiglate,80.78666666666666
509,14,3,True,Methyl tiglate,49.620000000000005
510,14,4,False,Methyl tiglate,83.64333333333333
511,14,4,True,Methyl tiglate,49.996666666666655
512,14,5,False,Methyl tiglate,86.54333333333334
513,14,5,True,Methyl tiglate,49.79666666666667
514,14,6,False,Methyl tiglate,88.90666666666665
515,14,6,True,Methyl tiglate,49.64
516,14,7,False,Methyl tiglate,90.82000000000001
517,14,7,True,Methyl tiglate,49.61
518,14,8,False,Methyl tiglate,91.52666666666666
519,14,8,True,Methyl tiglate,50.06999999999999
520,14,9,False,Methyl tiglate,92.80333333333333
521,14,9,True,Methyl tiglate,49.67666666666667
522,14,10,False,Methyl tiglate,93.37333333333333
523,14,10,True,Methyl tiglate,49.316666666666656
524,14,15,False,Methyl tiglate,95.29333333333332
525,14,15,True,Methyl tiglate,50.13666666666667
526,14,20,False,Methyl tiglate,96.82
527,14,20,True,Methyl tiglate,49.766666666666666
528,14,25,False,Methyl tiglate,97.45666666666666
529,14,25,True,Methyl tiglate,49.79333333333334
530,14,30,False,Methyl tiglate,98.08999999999999
531,14,30,True,Methyl tiglate,49.78666666666667
532,14,35,False,Methyl tiglate,98.59333333333333
533,14,35,True,Methyl tiglate,49.74666666666666
534,14,40,False,Methyl tiglate,98.96666666666667
535,14,40,True,Methyl tiglate,50.13000000000001
536,14,45,False,Methyl tiglate,99.14333333333335
537,14,45,True,Methyl tiglate,50.36000000000001
538,14,50,False,Methyl tiglate,99.28333333333333
539,14,50,True,Methyl tiglate,50.150000000000006
540,15,1,False,Methyl valerate,68.58333333333334
541,15,1,True,Methyl valerate,49.766666666666666
542,15,2,False,Methyl valerate,76.26666666666665
543,15,2,True,Methyl valerate,49.79666666666667
544,15,3,False,Methyl valerate,81.80333333333333
545,15,3,True,Methyl valerate,50.56666666666666
546,15,4,False,Methyl valerate,85.41666666666666
547,15,4,True,Methyl valerate,49.726666666666674
548,15,5,False,Methyl valerate,87.74999999999999
549,15,5,True,Methyl valerate,49.96
550,15,6,False,Methyl valerate,90.59
551,15,6,True,Methyl valerate,49.89333333333333
552,15,7,False,Methyl valerate,91.76333333333332
553,15,7,True,Methyl valerate,50.21
554,15,8,False,Methyl valerate,92.65666666666665
555,15,8,True,Methyl valerate,50.269999999999996
556,15,9,False,Methyl valerate,93.52999999999999
557,15,9,True,Methyl valerate,49.983333333333334
558,15,10,False,Methyl valerate,94.64333333333333
559,15,10,True,Methyl valerate,50.31333333333332
560,15,15,False,Methyl valerate,97.09666666666665
561,15,15,True,Methyl valerate,49.92666666666666
562,15,20,False,Methyl valerate,98.21666666666667
563,15,20,True,Methyl valerate,50.42
564,15,25,False,Methyl valerate,98.81666666666665
565,15,25,True,Methyl valerate,50.05333333333334
566,15,30,False,Methyl valerate,99.32
567,15,30,True,Methyl valerate,49.733333333333334
568,15,35,False,Methyl valerate,99.53999999999999
569,15,35,True,Methyl valerate,49.95333333333333
570,15,40,False,Methyl valerate,99.67666666666666
571,15,40,True,Methyl valerate,49.77333333333333
572,15,45,False,Methyl valerate,99.79666666666667
573,15,45,True,Methyl valerate,49.88333333333333
574,15,50,False,Methyl valerate,99.84666666666666
575,15,50,True,Methyl valerate,50.18333333333334
