,odor_num,n_glom,shuff,odor,value
0,0,1,False,Pentanal,69.72666666666667
1,0,1,True,Pentanal,49.95666666666666
2,0,2,False,Pentanal,76.23666666666665
3,0,2,True,Pentanal,49.94333333333333
4,0,3,False,Pentanal,79.46
5,0,3,True,Pentanal,50.21
6,0,4,False,Pentanal,84.79333333333332
7,0,4,True,Pentanal,49.86333333333333
8,0,5,False,Pentanal,86.88999999999999
9,0,5,True,Pentanal,49.883333333333326
10,0,6,False,Pentanal,88.99666666666666
11,0,6,True,Pentanal,49.77333333333333
12,0,7,False,Pentanal,90.70333333333333
13,0,7,True,Pentanal,49.81
14,0,8,False,Pentanal,91.90666666666665
15,0,8,True,Pentanal,50.21666666666667
16,0,9,False,Pentanal,92.65999999999998
17,0,9,True,Pentanal,50.27666666666666
18,0,10,False,Pentanal,93.86333333333333
19,0,10,True,Pentanal,49.69
20,0,15,False,Pentanal,95.78666666666665
21,0,15,True,Pentanal,49.836666666666666
22,0,20,False,Pentanal,97.52333333333331
23,0,20,True,Pentanal,50.31333333333333
24,0,25,False,Pentanal,98.35999999999999
25,0,25,True,Pentanal,49.843333333333334
26,0,30,False,Pentanal,98.77333333333333
27,0,30,True,Pentanal,49.61666666666667
28,0,35,False,Pentanal,99.04666666666665
29,0,35,True,Pentanal,50.00333333333333
30,0,40,False,Pentanal,99.22666666666666
31,0,40,True,Pentanal,50.18
32,0,45,False,Pentanal,99.43333333333332
33,0,45,True,Pentanal,49.86
34,0,50,False,Pentanal,99.53999999999999
35,0,50,True,Pentanal,50.126666666666665
36,1,1,False,Pentanone,61.12666666666667
37,1,1,True,Pentanone,50.18
38,1,2,False,Pentanone,68.64666666666668
39,1,2,True,Pentanone,50.096666666666664
40,1,3,False,Pentanone,74.76666666666667
41,1,3,True,Pentanone,50.06333333333334
42,1,4,False,Pentanone,79.46333333333334
43,1,4,True,Pentanone,49.93333333333334
44,1,5,False,Pentanone,82.96000000000001
45,1,5,True,Pentanone,49.60333333333333
46,1,6,False,Pentanone,85.63999999999999
47,1,6,True,Pentanone,50.00666666666667
48,1,7,False,Pentanone,87.56333333333332
49,1,7,True,Pentanone,50.44666666666666
50,1,8,False,Pentanone,90.06
51,1,8,True,Pentanone,50.08000000000001
52,1,9,False,Pentanone,91.32666666666667
53,1,9,True,Pentanone,50.27666666666666
54,1,10,False,Pentanone,92.28333333333333
55,1,10,True,Pentanone,50.24000000000001
56,1,15,False,Pentanone,94.87333333333333
57,1,15,True,Pentanone,49.67666666666666
58,1,20,False,Pentanone,96.53999999999999
59,1,20,True,Pentanone,50.19
60,1,25,False,Pentanone,97.27999999999999
61,1,25,True,Pentanone,50.150000000000006
62,1,30,False,Pentanone,97.76
63,1,30,True,Pentanone,50.15666666666667
64,1,35,False,Pentanone,98.28666666666666
65,1,35,True,Pentanone,50.44666666666666
66,1,40,False,Pentanone,98.74666666666667
67,1,40,True,Pentanone,50.05333333333334
68,1,45,False,Pentanone,99.05666666666667
69,1,45,True,Pentanone,50.02333333333333
70,1,50,False,Pentanone,99.22999999999999
71,1,50,True,Pentanone,49.726666666666674
72,2,1,False,Ethyl butyrate,65.31666666666668
73,2,1,True,Ethyl butyrate,49.69333333333333
74,2,2,False,Ethyl butyrate,75.10333333333332
75,2,2,True,Ethyl butyrate,50.31333333333333
76,2,3,False,Ethyl butyrate,81.08333333333333
77,2,3,True,Ethyl butyrate,50.146666666666675
78,2,4,False,Ethyl butyrate,85.54333333333332
79,2,4,True,Ethyl butyrate,49.739999999999995
80,2,5,False,Ethyl butyrate,87.90333333333332
81,2,5,True,Ethyl butyrate,50.13999999999999
82,2,6,False,Ethyl butyrate,89.0
83,2,6,True,Ethyl butyrate,50.04333333333334
84,2,7,False,Ethyl butyrate,90.23666666666665
85,2,7,True,Ethyl butyrate,49.94666666666666
86,2,8,False,Ethyl butyrate,92.22666666666665
87,2,8,True,Ethyl butyrate,50.42333333333333
88,2,9,False,Ethyl butyrate,93.41666666666666
89,2,9,True,Ethyl butyrate,49.330000000000005
90,2,10,False,Ethyl butyrate,94.45999999999998
91,2,10,True,Ethyl butyrate,50.19333333333334
92,2,15,False,Ethyl butyrate,96.97666666666666
93,2,15,True,Ethyl butyrate,50.25333333333334
94,2,20,False,Ethyl butyrate,98.25333333333333
95,2,20,True,Ethyl butyrate,49.99
96,2,25,False,Ethyl butyrate,99.10666666666667
97,2,25,True,Ethyl butyrate,50.38333333333333
98,2,30,False,Ethyl butyrate,99.31
99,2,30,True,Ethyl butyrate,49.85
100,2,35,False,Ethyl butyrate,99.51333333333334
101,2,35,True,Ethyl butyrate,49.50333333333333
102,2,40,False,Ethyl butyrate,99.69666666666666
103,2,40,True,Ethyl butyrate,50.27666666666666
104,2,45,False,Ethyl butyrate,99.80333333333334
105,2,45,True,Ethyl butyrate,49.486666666666665
106,2,50,False,Ethyl butyrate,99.85
107,2,50,True,Ethyl butyrate,50.373333333333335
108,3,1,False,Heptanal,63.62666666666668
109,3,1,True,Heptanal,50.27
110,3,2,False,Heptanal,69.00666666666666
111,3,2,True,Heptanal,49.98333333333333
112,3,3,False,Heptanal,75.99999999999999
113,3,3,True,Heptanal,50.2
114,3,4,False,Heptanal,80.68333333333332
115,3,4,True,Heptanal,49.61666666666667
116,3,5,False,Heptanal,83.64999999999999
117,3,5,True,Heptanal,50.040000000000006
118,3,6,False,Heptanal,86.19
119,3,6,True,Heptanal,49.67666666666667
120,3,7,False,Heptanal,88.59
121,3,7,True,Heptanal,49.89
122,3,8,False,Heptanal,90.73666666666666
123,3,8,True,Heptanal,49.59333333333333
124,3,9,False,Heptanal,91.51666666666665
125,3,9,True,Heptanal,50.026666666666664
126,3,10,False,Heptanal,92.63666666666666
127,3,10,True,Heptanal,49.63333333333333
128,3,15,False,Heptanal,97.01
129,3,15,True,Heptanal,49.75000000000001
130,3,20,False,Heptanal,98.30333333333333
131,3,20,True,Heptanal,49.53
132,3,25,False,Heptanal,98.81
133,3,25,True,Heptanal,50.226666666666674
134,3,30,False,Heptanal,99.32
135,3,30,True,Heptanal,49.596666666666664
136,3,35,False,Heptanal,99.57
137,3,35,True,Heptanal,50.04333333333333
138,3,40,False,Heptanal,99.7
139,3,40,True,Heptanal,50.83
140,3,45,False,Heptanal,99.78
141,3,45,True,Heptanal,49.85999999999999
142,3,50,False,Heptanal,99.83999999999999
143,3,50,True,Heptanal,50.50666666666667
144,4,1,False,Hexanal,67.00333333333334
145,4,1,True,Hexanal,49.65333333333333
146,4,2,False,Hexanal,76.89333333333335
147,4,2,True,Hexanal,50.47666666666667
148,4,3,False,Hexanal,82.05333333333333
149,4,3,True,Hexanal,50.35333333333334
150,4,4,False,Hexanal,85.9
151,4,4,True,Hexanal,50.146666666666675
152,4,5,False,Hexanal,88.31
153,4,5,True,Hexanal,49.68333333333334
154,4,6,False,Hexanal,89.69333333333333
155,4,6,True,Hexanal,49.766666666666666
156,4,7,False,Hexanal,91.07999999999998
157,4,7,True,Hexanal,49.96666666666666
158,4,8,False,Hexanal,92.07666666666665
159,4,8,True,Hexanal,50.34333333333334
160,4,9,False,Hexanal,93.02333333333333
161,4,9,True,Hexanal,49.37666666666667
162,4,10,False,Hexanal,93.52333333333333
163,4,10,True,Hexanal,50.09333333333335
164,4,15,False,Hexanal,95.37666666666667
165,4,15,True,Hexanal,50.256666666666675
166,4,20,False,Hexanal,96.82
167,4,20,True,Hexanal,49.87333333333334
168,4,25,False,Hexanal,97.57666666666665
169,4,25,True,Hexanal,50.26666666666666
170,4,30,False,Hexanal,98.16333333333331
171,4,30,True,Hexanal,50.413333333333334
172,4,35,False,Hexanal,98.41999999999999
173,4,35,True,Hexanal,50.646666666666675
174,4,40,False,Hexanal,98.58333333333331
175,4,40,True,Hexanal,49.43666666666667
176,4,45,False,Hexanal,98.79333333333332
177,4,45,True,Hexanal,50.68333333333332
178,4,50,False,Hexanal,98.85000000000001
179,4,50,True,Hexanal,50.18333333333334
180,5,1,False,Propanal,67.75
181,5,1,True,Propanal,49.79333333333333
182,5,2,False,Propanal,75.43
183,5,2,True,Propanal,49.776666666666664
184,5,3,False,Propanal,78.78333333333333
185,5,3,True,Propanal,50.086666666666666
186,5,4,False,Propanal,81.97666666666667
187,5,4,True,Propanal,50.24666666666666
188,5,5,False,Propanal,83.44000000000001
189,5,5,True,Propanal,49.78666666666667
190,5,6,False,Propanal,86.60666666666665
191,5,6,True,Propanal,50.27666666666667
192,5,7,False,Propanal,88.52333333333333
193,5,7,True,Propanal,50.28
194,5,8,False,Propanal,89.80333333333333
195,5,8,True,Propanal,49.86000000000001
196,5,9,False,Propanal,91.24666666666667
197,5,9,True,Propanal,50.24666666666666
198,5,10,False,Propanal,91.68666666666667
199,5,10,True,Propanal,49.28666666666667
200,5,15,False,Propanal,94.92333333333333
201,5,15,True,Propanal,49.300000000000004
202,5,20,False,Propanal,96.06999999999998
203,5,20,True,Propanal,50.33
204,5,25,False,Propanal,96.73999999999998
205,5,25,True,Propanal,50.00666666666667
206,5,30,False,Propanal,97.33
207,5,30,True,Propanal,50.346666666666664
208,5,35,False,Propanal,98.00333333333333
209,5,35,True,Propanal,49.63
210,5,40,False,Propanal,98.29333333333334
211,5,40,True,Propanal,49.99333333333333
212,5,45,False,Propanal,98.43666666666667
213,5,45,True,Propanal,50.219999999999985
214,5,50,False,Propanal,98.64333333333333
215,5,50,True,Propanal,49.71666666666666
216,6,1,False,Butanal,60.04999999999999
217,6,1,True,Butanal,49.830000000000005
218,6,2,False,Butanal,68.2
219,6,2,True,Butanal,50.09
220,6,3,False,Butanal,74.37333333333333
221,6,3,True,Butanal,49.93
222,6,4,False,Butanal,78.12333333333333
223,6,4,True,Butanal,50.059999999999995
224,6,5,False,Butanal,81.7
225,6,5,True,Butanal,50.03999999999999
226,6,6,False,Butanal,83.94
227,6,6,True,Butanal,49.910000000000004
228,6,7,False,Butanal,85.39
229,6,7,True,Butanal,50.52666666666666
230,6,8,False,Butanal,86.15999999999998
231,6,8,True,Butanal,50.22333333333333
232,6,9,False,Butanal,87.98000000000002
233,6,9,True,Butanal,50.48666666666667
234,6,10,False,Butanal,89.2
235,6,10,True,Butanal,49.91666666666666
236,6,15,False,Butanal,93.47333333333331
237,6,15,True,Butanal,50.193333333333335
238,6,20,False,Butanal,95.82999999999998
239,6,20,True,Butanal,50.05
240,6,25,False,Butanal,96.66
241,6,25,True,Butanal,50.59999999999999
242,6,30,False,Butanal,97.41333333333333
243,6,30,True,Butanal,49.72666666666667
244,6,35,False,Butanal,97.77999999999999
245,6,35,True,Butanal,49.983333333333334
246,6,40,False,Butanal,98.20666666666666
247,6,40,True,Butanal,50.103333333333346
248,6,45,False,Butanal,98.64
249,6,45,True,Butanal,49.803333333333335
250,6,50,False,Butanal,98.88999999999999
251,6,50,True,Butanal,50.25999999999999
252,7,1,False,Butanone,68.90666666666667
253,7,1,True,Butanone,50.23333333333334
254,7,2,False,Butanone,75.52666666666666
255,7,2,True,Butanone,50.31
256,7,3,False,Butanone,81.79333333333334
257,7,3,True,Butanone,49.54333333333334
258,7,4,False,Butanone,83.88000000000001
259,7,4,True,Butanone,50.18999999999999
260,7,5,False,Butanone,86.43666666666667
261,7,5,True,Butanone,49.27333333333333
262,7,6,False,Butanone,88.67
263,7,6,True,Butanone,50.36333333333333
264,7,7,False,Butanone,89.39
265,7,7,True,Butanone,49.98
266,7,8,False,Butanone,90.45333333333333
267,7,8,True,Butanone,50.18333333333334
268,7,9,False,Butanone,91.26666666666665
269,7,9,True,Butanone,50.00999999999999
270,7,10,False,Butanone,92.83333333333334
271,7,10,True,Butanone,50.05666666666666
272,7,15,False,Butanone,96.08333333333333
273,7,15,True,Butanone,49.70333333333334
274,7,20,False,Butanone,97.05999999999999
275,7,20,True,Butanone,50.43
276,7,25,False,Butanone,97.93333333333334
277,7,25,True,Butanone,49.85
278,7,30,False,Butanone,98.38666666666666
279,7,30,True,Butanone,50.243333333333325
280,7,35,False,Butanone,98.73666666666666
281,7,35,True,Butanone,49.83
282,7,40,False,Butanone,98.89333333333332
283,7,40,True,Butanone,49.78666666666666
284,7,45,False,Butanone,99.01333333333334
285,7,45,True,Butanone,49.87
286,7,50,False,Butanone,99.17333333333333
287,7,50,True,Butanone,49.81
288,8,1,False,Hexanone,62.56333333333334
289,8,1,True,Hexanone,50.10666666666667
290,8,2,False,Hexanone,73.99333333333333
291,8,2,True,Hexanone,50.01
292,8,3,False,Hexanone,79.24666666666666
293,8,3,True,Hexanone,50.336666666666666
294,8,4,False,Hexanone,81.74333333333334
295,8,4,True,Hexanone,49.81333333333334
296,8,5,False,Hexanone,85.24333333333333
297,8,5,True,Hexanone,49.78333333333333
298,8,6,False,Hexanone,87.62333333333332
299,8,6,True,Hexanone,49.946666666666665
300,8,7,False,Hexanone,91.20333333333333
301,8,7,True,Hexanone,50.35000000000001
302,8,8,False,Hexanone,92.33
303,8,8,True,Hexanone,49.98
304,8,9,False,Hexanone,92.78666666666666
305,8,9,True,Hexanone,49.79
306,8,10,False,Hexanone,93.65666666666667
307,8,10,True,Hexanone,49.65
308,8,15,False,Hexanone,96.11999999999999
309,8,15,True,Hexanone,49.86666666666666
310,8,20,False,Hexanone,97.37666666666665
311,8,20,True,Hexanone,49.86333333333333
312,8,25,False,Hexanone,98.29666666666667
313,8,25,True,Hexanone,49.92
314,8,30,False,Hexanone,98.72999999999999
315,8,30,True,Hexanone,50.20666666666666
316,8,35,False,Hexanone,99.21666666666665
317,8,35,True,Hexanone,50.019999999999996
318,8,40,False,Hexanone,99.48
319,8,40,True,Hexanone,49.78
320,8,45,False,Hexanone,99.65666666666667
321,8,45,True,Hexanone,50.153333333333336
322,8,50,False,Hexanone,99.67
323,8,50,True,Hexanone,50.080000000000005
324,9,1,False,Ethyl acetate,63.55
325,9,1,True,Ethyl acetate,49.776666666666664
326,9,2,False,Ethyl acetate,72.26333333333332
327,9,2,True,Ethyl acetate,50.13333333333333
328,9,3,False,Ethyl acetate,79.30666666666666
329,9,3,True,Ethyl acetate,49.94
330,9,4,False,Ethyl acetate,82.91666666666667
331,9,4,True,Ethyl acetate,49.97
332,9,5,False,Ethyl acetate,85.00333333333333
333,9,5,True,Ethyl acetate,50.05
334,9,6,False,Ethyl acetate,85.90666666666668
335,9,6,True,Ethyl acetate,49.93666666666666
336,9,7,False,Ethyl acetate,88.41666666666666
337,9,7,True,Ethyl acetate,49.693333333333335
338,9,8,False,Ethyl acetate,89.07666666666667
339,9,8,True,Ethyl acetate,49.733333333333334
340,9,9,False,Ethyl acetate,90.25
341,9,9,True,Ethyl acetate,50.146666666666675
342,9,10,False,Ethyl acetate,91.19666666666666
343,9,10,True,Ethyl acetate,50.18666666666667
344,9,15,False,Ethyl acetate,95.28666666666666
345,9,15,True,Ethyl acetate,50.07
346,9,20,False,Ethyl acetate,97.57333333333332
347,9,20,True,Ethyl acetate,50.15333333333333
348,9,25,False,Ethyl acetate,98.04666666666667
349,9,25,True,Ethyl acetate,49.94
350,9,30,False,Ethyl acetate,98.76333333333335
351,9,30,True,Ethyl acetate,49.61333333333334
352,9,35,False,Ethyl acetate,99.03333333333333
